conceptId,fsn,domainId,active,effectiveTime,moduleId,definitionStatusId
1000306,Active Stocks,finance,1,20240101,900000000000012004,900000000000074008
1000307,Active Trading,finance,1,20240101,900000000000012004,900000000000074008
1000308,Active Tranche,finance,1,20240101,900000000000012004,900000000000074008
1000309,Active Trust,finance,1,20240101,900000000000012004,900000000000074008
1000310,Active-Share Study,finance,1,20240101,900000000000012004,900000000000074008
1000311,Actively Managed ETF,finance,1,20240101,900000000000012004,900000000000074008
1000312,ActiveX,finance,1,20240101,900000000000012004,900000000000074008
1000313,Activist Investor,finance,1,20240101,900000000000012004,900000000000074008
1000314,Activities of Daily Living - ADL,finance,1,20240101,900000000000012004,900000000000074008
1000315,Activities,finance,1,20240101,900000000000012004,900000000000074008
1000316,Interests and Opinions \(AIO\),finance,1,20240101,900000000000012004,900000000000074008
1000317,Activity Capacity,finance,1,20240101,900000000000012004,900000000000074008
1000318,Activity Center,finance,1,20240101,900000000000012004,900000000000074008
1000319,Activity Charge,finance,1,20240101,900000000000012004,900000000000074008
1000320,Activity Cost Driver,finance,1,20240101,900000000000012004,900000000000074008
1000321,Activity Cost Pool,finance,1,20240101,900000000000012004,900000000000074008
1000322,Activity Dictionary,finance,1,20240101,900000000000012004,900000000000074008
1000323,Activity Driver Analysis,finance,1,20240101,900000000000012004,900000000000074008
1000324,Activity Quota,finance,1,20240101,900000000000012004,900000000000074008
1000325,Activity Ratios,finance,1,20240101,900000000000012004,900000000000074008
1000326,Activity Sequence-Sensitive,finance,1,20240101,900000000000012004,900000000000074008
1000327,Activity-Based Budgeting \(ABB\),finance,1,20240101,900000000000012004,900000000000074008
1000328,Activity-Based Costing  \(ABC\),finance,1,20240101,900000000000012004,900000000000074008
1000329,Activity-Based Management - ABM,finance,1,20240101,900000000000012004,900000000000074008
1000330,Actual Authority,finance,1,20240101,900000000000012004,900000000000074008
1000331,Actual Cash Value,finance,1,20240101,900000000000012004,900000000000074008
1000332,Actual Deferral Percentage / Actual Contribution Percentage - ADP/ACP Test,finance,1,20240101,900000000000012004,900000000000074008
1000333,Actual Owner,finance,1,20240101,900000000000012004,900000000000074008
1000334,Actual Return,finance,1,20240101,900000000000012004,900000000000074008
1000335,Actual Total Loss,finance,1,20240101,900000000000012004,900000000000074008
1000336,Actuals,finance,1,20240101,900000000000012004,900000000000074008
1000337,Actuarial Adjustment,finance,1,20240101,900000000000012004,900000000000074008
1000338,Actuarial Age,finance,1,20240101,900000000000012004,900000000000074008
1000339,Actuarial Analysis,finance,1,20240101,900000000000012004,900000000000074008
1000340,Actuarial Assumption,finance,1,20240101,900000000000012004,900000000000074008
1000341,Actuarial Balance,finance,1,20240101,900000000000012004,900000000000074008
1000342,Actuarial Basis Of Accounting,finance,1,20240101,900000000000012004,900000000000074008
1000343,Actuarial Consultant,finance,1,20240101,900000000000012004,900000000000074008
1000344,Actuarial Cost Method,finance,1,20240101,900000000000012004,900000000000074008
1000345,Actuarial Deficit,finance,1,20240101,900000000000012004,900000000000074008
1000346,Actuarial Equity,finance,1,20240101,900000000000012004,900000000000074008
1000347,Actuarial Equivalent,finance,1,20240101,900000000000012004,900000000000074008
1000348,Actuarial Gain Or Loss,finance,1,20240101,900000000000012004,900000000000074008
1000349,Actuarial Life Table,finance,1,20240101,900000000000012004,900000000000074008
1000350,Actuarial Rate,finance,1,20240101,900000000000012004,900000000000074008
1000351,Actuarial Risk,finance,1,20240101,900000000000012004,900000000000074008
1000352,Actuarial Science,finance,1,20240101,900000000000012004,900000000000074008
1000353,Actuarial Service,finance,1,20240101,900000000000012004,900000000000074008
1000354,Actuarial Valuation,finance,1,20240101,900000000000012004,900000000000074008
1000355,Actuarial Value,finance,1,20240101,900000000000012004,900000000000074008
1000356,Actuary,finance,1,20240101,900000000000012004,900000000000074008
1000357,Ad Blocking Software,finance,1,20240101,900000000000012004,900000000000074008
1000358,Ad Infinitum,finance,1,20240101,900000000000012004,900000000000074008
1000359,Ad Valorem Tax,finance,1,20240101,900000000000012004,900000000000074008
1000360,Adaptive Expectations Hypothesis,finance,1,20240101,900000000000012004,900000000000074008
1000361,Adaptive Market Hypothesis,finance,1,20240101,900000000000012004,900000000000074008
1000362,Adaptive Price Zone - APZ,finance,1,20240101,900000000000012004,900000000000074008
1000363,Adaptive Selling,finance,1,20240101,900000000000012004,900000000000074008
1000364,Add To Cash Value Option,finance,1,20240101,900000000000012004,900000000000074008
1000365,Add-On,finance,1,20240101,900000000000012004,900000000000074008
1000366,Add-On Certificate of Deposit,finance,1,20240101,900000000000012004,900000000000074008
